"curve_x","curve_y","curve_z"
-5.17244317679679,-2.06741651963281,-1.46331790651778
-5.01480172980496,-1.99756948554312,-1.3995180702386
-4.85716028281313,-1.92772245145343,-1.33571823395943
-4.6995188358213,-1.85787541736375,-1.27191839768025
-4.54187738882947,-1.78802838327406,-1.20811856140107
-4.38423594183765,-1.71818134918437,-1.1443187251219
-4.22657087030701,-1.64837487639071,-1.08053287691617
-4.06889048713424,-1.57859800139854,-1.01675249209075
-3.91119598777681,-1.50885009079958,-0.952975327514487
-3.75348436666487,-1.4391382164163,-0.88920110070895
-3.59575428755796,-1.36946771104916,-0.825427314848366
-3.43800559270732,-1.29985338725876,-0.761638222656206
-3.28023981664411,-1.23032174297864,-0.697801217181699
-3.12246090986464,-1.16090011641326,-0.633877002275407
-2.96467075086543,-1.09162484035197,-0.569821968271133
-2.80686920548916,-1.02253523628015,-0.505594749234194
-2.64905152901066,-0.953677392625202,-0.441158717567824
-2.49120592185945,-0.88510857672475,-0.376483465869624
-2.33331340392231,-0.816906207817703,-0.311536031044983
-2.1753476502046,-0.749173720203795,-0.246276044780336
-2.01727280617894,-0.68204878480079,-0.180653972866849
-1.85904006232634,-0.615716855809774,-0.114608096150073
-1.70058527564841,-0.550421992825761,-0.048063530277489
-1.54182882029387,-0.486472956347598,0.0190661322958916
-1.38267322095101,-0.424245158808575,0.0868660957448014
-1.22297767829276,-0.364283841483691,0.155435966459311
-1.0625897686918,-0.30723918643127,0.224870838898973
-0.901382760085398,-0.25373563726219,0.295215156182945
-0.739215812526074,-0.204608801115942,0.366528804067731
-0.575965403776333,-0.160851448609463,0.438845689569874
-0.411537907805094,-0.123647231149329,0.512138631944126
-0.245904191978631,-0.0943716595917279,0.586284707163539
-0.079139385272895,-0.0745708120461257,0.661008177172423
0.0885302619737921,-0.0659727535242319,0.735822697509808
0.256660765925167,-0.0704194828004151,0.809971429400277
0.424459771661927,-0.0906134047431622,0.88219347666808
0.590724755721925,-0.128212165496845,0.950778676062036
0.754054685936742,-0.18386822799695,1.01371814083323
0.912937395534906,-0.257775412322229,1.06858880226629
1.06601418972921,-0.349016423371302,1.11279494527069
1.2123170231074,-0.455576812509215,1.14382480237965
1.3513911500511,-0.574572968881191,1.15949833883156
1.48280284724031,-0.702965472106412,1.1570872287847
1.60708533363301,-0.836638814608435,1.13609153091634
1.72523698688402,-0.971940746056458,1.09763741554008
1.83813982764187,-1.10604328888027,1.04273304597919
1.94691467708001,-1.23657735713203,0.972882481633052
2.05279778943819,-1.36162592841905,0.889765505307897
2.15702987371855,-1.4796431826527,0.795052204390084
2.26080544688109,-1.58935552630725,0.690351715260568
2.36525132668285,-1.68969033536084,0.577227678414316
2.47144324799571,-1.77970324482711,0.45723428703538
2.58038849866681,-1.85855134398754,0.331949891033883
2.69298771727998,-1.92548756136597,0.202995162224564
2.81021446796101,-1.97928447597336,0.0720286723905592
2.93255860996732,-2.01969082508074,-0.0590410369719515
3.06026176900337,-2.0465993659868,-0.188410274751248
3.19340566948318,-2.0598576589692,-0.314328890785471
3.33182443698857,-2.05954362486707,-0.43512618261453
3.47510155138115,-2.0460309237927,-0.549313537189989
3.62261385403329,-2.0199903724047,-0.655683562998835
3.77363922250214,-1.98231908471224,-0.753312444156553
3.92743789961068,-1.93415678049794,-0.841605180858235
4.08333300404023,-1.87668157733983,-0.920172990622345
4.24071267581496,-1.81116515431179,-0.988943506744767
4.39908660951531,-1.73860449940542,-1.04764934620264
4.55799225331862,-1.66059356885221,-1.09719816957721
4.71715212729735,-1.57827666570386,-1.13822450388154
4.87639495702286,-1.49263422334661,-1.17137160147786
5.03562772163578,-1.40452251798482,-1.19733374529844
5.19483214000912,-1.31469661414565,-1.21681131131621
5.35405351468656,-1.22382847029525,-1.23048413956488
5.51338521228211,-1.1325187386557,-1.23899696965781
