Treatment,Area,DNA,CDK2,CDK4,CDK6,Cdh1,Cdt1,E2F1,ER,Ki67,PR,RB,Skp2,cycA,cycB1,cycD1,cycE,p21,pRB,pRB_over_RB
0,0.1920097353562028,0.6112427379442175,0.9875630342294812,0.1892044057116418,0.7638041871873247,0.8170709249372077,0.49858658251918825,0.28120085728758415,0.8658921747752225,1.2326420765780608,0.773185688093891,0.7134947942873007,1.175512625628567,1.2646953123157632,1.2280590472199493,0.02170284053285937,0.5081025135767797,0.6591210866974003,0.9200286654175163,0.7425490842512457
1,0.2127447212486438,0.6657963311153096,1.2358182162790452,0.36015907568317146,0.7181822788506249,0.9862683240699947,0.35722488071943737,0.21253420315725383,0.9552738461901993,1.2883424308575355,0.7951500175649168,0.6146628103986744,1.0854021809298537,1.1123582822411855,1.2399720210980074,-0.027344761571495402,0.589504692352776,0.7307592486765058,0.9266455978041563,0.8297702181587419
10,0.24031752887954275,0.6433683086488713,0.7356215349072991,0.6344866848337538,0.827151643807268,0.7485795315558276,0.4610763964622952,0.41531706389007705,1.0889232525663983,0.8660839516974719,0.4453050830027528,0.7356730863024834,0.8616893021744353,0.852243160995816,0.8586300153917027,0.251087351253647,0.7976071544970782,0.5826809324512929,0.7599392512941965,0.5470683487021132
100,0.8643969481421138,0.6854628480133307,-0.10013143957288073,-0.06064629603967833,0.1893116091274583,0.6802479918712631,-0.030615095042726637,0.11113732809787732,0.3119241974703239,-0.2013268817261446,0.03555102289389578,0.08837679786400976,-0.08997842300958137,0.13253043231209888,0.13747050499410784,0.5929282659683843,-0.08394993493475139,0.38738607499199673,-0.1616716944616184,-0.20808272432648406
1000,0.8323624177862549,0.7900943700699166,0.5486394908527712,0.5654557264254351,0.7587631595741209,0.08453857827022698,-0.2507301878681546,-0.23827661101687428,0.6023596280636431,-0.21770354262889716,0.2689077215923438,-0.4438102851839816,-0.18114689133697853,0.10012840430069209,0.3164018550326759,0.6534036940623761,0.5307539681001794,0.49652182089529673,-0.5565115459914214,-0.49135125505291266
