"curve_x","curve_y","curve_z"
1.22068869518149,4.8688718406659,3.15328452684727
1.34555953219222,4.82690560020085,3.05721638784999
1.47043036920295,4.78493935973581,2.96114824885271
1.59530120621368,4.74297311927076,2.86508010985543
1.72011612305988,4.7009769854439,2.76895239504259
1.84481020274267,4.6589169417615,2.6726959345573
1.96931336339384,4.61675365649993,2.57623781616518
2.09355067170619,4.57444193562856,2.47950242587414
2.21744311102936,4.53193331147705,2.38241194303988
2.34090715728451,4.4891753966584,2.28488633231468
2.46385151754979,4.44610812750327,2.18684199094621
2.58618354952855,4.40266863893182,2.08819798487661
2.70781589182018,4.35879850131663,1.98888167188874
2.82862590001671,4.31441909117271,1.88879063869863
2.94850808783999,4.26946351932424,1.78784481516256
3.06734848053382,4.22386164401151,1.68596062164067
3.18497202315298,4.17750891867388,1.58300871309932
3.30125900062799,4.13033696896854,1.47891707795034
3.41606812853771,4.08226860586548,1.37360301755825
3.52924227237,4.03322036449192,1.26698038742329
3.64061595858447,3.98310369091499,1.15896832772484
3.74999971067536,3.93181861032721,1.0494827466594
3.85718383132129,3.87924914190521,0.938442931537145
3.96195020532982,3.8252697706401,0.825784547995298
4.06406275511012,3.76974485797384,0.711453913366998
4.16326264163616,3.7125326309298,0.595404276125896
4.25926887552594,3.65348467857739,0.477601229267853
4.35178538389544,3.59244526114042,0.358033047139842
4.44043870003195,3.52921532243951,0.236688438676623
4.52471141827554,3.46352307970998,0.113546543578411
4.60435920046704,3.39526396003376,-0.0112589696776163
4.67897220069052,3.32424883659681,-0.137620230033104
4.74811695470273,3.25028306147015,-0.265383437228452
4.81133847578495,3.17317191247745,-0.394340784441803
4.86816714524983,3.09271984641764,-0.524223118494939
4.91812316224822,3.00872723287617,-0.654685034589081
4.96072229126071,2.92098851023736,-0.785293997483098
4.99548872619845,2.8292999668135,-0.915521066246012
5.02113526237501,2.73307752811154,-1.04458247853743
5.03770505957291,2.6324635275176,-1.17174340101373
5.04502962122523,2.52757876144627,-1.29627206861278
5.04280034556772,2.41856228487083,-1.41739182692267
5.03081208821852,2.30565853172717,-1.53431368026697
5.00897923867361,2.1891885141285,-1.64623755864078
4.97619104966471,2.06920324707916,-1.75157859279696
4.93366065378946,1.94651370721519,-1.85005932596399
4.88176319184053,1.82162854587968,-1.94097083032256
4.82084461844558,1.69506650407793,-2.0235840564285
4.75133512751063,1.56738889290117,-2.0972394262252
4.67374123012835,1.43919442488281,-2.161368740664
4.58801394599369,1.31117873719538,-2.21457952399126
4.49542292949554,1.18404409264438,-2.25731233392892
4.39678426230276,1.05842390813772,-2.28967168896811
4.2927688753294,0.934935090980706,-2.31173212675994
4.18402391637275,0.814159859117641,-2.32373534808667
4.07115037584981,0.6966318051997,-2.32607865113867
3.95468623877477,0.582823998475791,-2.3192901637318
3.83509846500095,0.473138704950726,-2.30400318239387
3.71277861260406,0.36790490890431,-2.28092230443044
3.58804339077649,0.267382890688373,-2.25078825828306
3.46114199868283,0.171774687161114,-2.21433897922539
3.33226871733686,0.0812336735167233,-2.17228453619415
3.20157348471692,-0.00412526246906149,-2.12529784964164
3.06916802106664,-0.084214568564682,-2.07401638996421
2.93513895763178,-0.158974380845581,-2.01904034661057
2.79955397643951,-0.228353968139636,-1.96091919664477
2.66246816348252,-0.292313422267628,-1.90016399546785
2.52392597100418,-0.350811897440374,-1.83725027527218
2.38396553485987,-0.403804577988346,-1.77262315843071
2.24262324826703,-0.451245198208753,-1.706704045328
2.09993557184776,-0.493079075358027,-1.63989385055619
