"curve_x","curve_y","curve_z"
-0.0279937789334721,0.0179930561448385,0.0081772098131317
-0.0276543946521037,0.0175767321895915,0.0078885518343749
-0.0273150002463297,0.0171604182745101,0.00759989127901373
-0.0269755863285037,0.0167441237773581,0.00731122566129118
-0.0266361065934329,0.0163278947548102,0.00702254302518892
-0.0262965205520519,0.0159117710881291,0.00673383353714195
-0.0259567543351433,0.0154958251376764,0.00644507995267197
-0.0256167146845654,0.0150801479094357,0.00615626129013199
-0.0252763022758946,0.014664835707733,0.0058673566677947
-0.0249353980948512,0.0142500038220067,0.00557834193753118
-0.024593871300001,0.013835778777222,0.00528919201416829
-0.0242515798858779,0.0134222969185319,0.00499988272283551
-0.0239083747865897,0.0130097007028441,0.00471039178832607
-0.0235640981750106,0.0125981409108902,0.00442069822799447
-0.0232185824827302,0.0121877783635609,0.00413078174656944
-0.0228716540069351,0.0117787811813697,0.00384062359741745
-0.0225231296168133,0.0113713271237359,0.00355020782146852
-0.0221728162280346,0.0109656039682231,0.00325952205091884
-0.0218205106476587,0.0105618096708343,0.00296855913995912
-0.0214660006264657,0.0101601498977425,0.00267732009156646
-0.0211090698381422,0.00976083438505282,0.00238581509192107
-0.0207495018575929,0.00936407458444984,0.00209406277804784
-0.0203870786047368,0.00897008334074783,0.00180209253542102
-0.0200215824072993,0.00857907031000339,0.00150995006139083
-0.0196528001883726,0.00819123706167014,0.00121769879576778
-0.0192805192768395,0.00780678489575147,0.000925416444389776
-0.0189045349375939,0.00742590807518777,0.000633194351471522
-0.0185246504511196,0.00704879313583372,0.000341138071384949
-0.018140668298836,0.00667562537396299,4.93699248370741e-05
-0.017752405367387,0.0063065726321931,-0.000241967034623428
-0.0173596805138586,0.00594179858032463,-0.00053271226820033
-0.0169623183770451,0.00558145988993401,-0.000822687871999976
-0.0165601530505052,0.0052256999237918,-0.00111169554867198
-0.0161530248250311,0.00487465491232186,-0.00139951997239184
-0.0157407845734653,0.00452844507809356,-0.00168592402194046
-0.0153231379421612,0.00418730920184178,-0.00197057882961276
-0.0149000883516418,0.00385118880534831,-0.00225321166199771
-0.0144715319244103,0.0035201178942632,-0.00253349467041445
-0.0140373597647045,0.00319412424081243,-0.00281106954065367
-0.0135974627998921,0.00287322623519198,-0.00308554763317272
-0.0131517395992662,0.00255742928423241,-0.00335651650659371
-0.0127000931136502,0.00224671647567479,-0.00362352247542584
-0.0122424335015735,0.00194103875943923,-0.00388605920107838
-0.01177867645508,0.00164031649731152,-0.00414356644434058
-0.0113087416599278,0.00134444788830139,-0.00439542970713167
-0.010832553108765,0.00105330192658681,-0.00464096630633065
-0.010350049578439,0.000766714346068192,-0.00487942908709988
-0.00986117820033097,0.000484487113294229,-0.00510998475739178
-0.00936590495533251,0.000206376874453258,-0.00533170256004883
-0.00886421480750913,-6.78857918428401e-05,-0.00554355724728312
-0.00835611393739471,-0.000338570395651092,-0.00574444019066857
-0.00784163700903956,-0.00060594003187796,-0.00593315201954467
-0.00732085998821724,-0.000870251564878228,-0.00610839465941517
-0.00679391647596832,-0.00113176109095685,-0.00626875771639638
-0.00626101323134363,-0.00139071894525906,-0.00641270800763246
-0.00572245262610878,-0.00164737371364366,-0.00653857216403052
-0.00517866325796077,-0.0019019741748665,-0.00664453758666192
-0.00463021934169739,-0.00215473177004061,-0.00672867598016823
-0.00407786404856269,-0.00240578945114189,-0.00678897192525681
-0.00352253895448914,-0.0026552101831427,-0.00682332575992429
-0.00296538930794678,-0.00290287135704384,-0.00682887189199264
-0.00240792607990967,-0.0031484849839676,-0.00680314777220201
-0.00185185321200477,-0.00339167887721893,-0.00674540655019388
-0.00129898801739024,-0.00363183743746498,-0.00665428741152705
-0.000751263014023079,-0.00386818640237489,-0.0065288719418921
-0.000210616946479643,-0.00409979683858464,-0.00636880597533366
0.000321185465948796,-0.00432556236863837,-0.00617446077863021
0.000842754390291771,-0.00454421581437828,-0.00594703142695059
0.00135322920873117,-0.00475440362004615,-0.00568850606335694
0.00185235845228571,-0.00495478784588197,-0.00540152737819497
0.00234054565572355,-0.00514412276092615,-0.00508925968695989
0.00281880412063508,-0.00532130665179933,-0.00475519184696922
0.00328852539838911,-0.00548539967992545,-0.00440278018411367
0.00375123632075446,-0.00563562518936398,-0.00403520394833583
0.0042084811712697,-0.00577133384623703,-0.00365532581656566
0.00466180600157786,-0.00589200730488429,-0.0032657843710302
0.00511271366788988,-0.00599709594260095,-0.00286897945735269
0.00556267970020926,-0.00608609365338854,-0.00246719436397021
0.00601316291523151,-0.00615837503487851,-0.00206263901083092
0.00646564374199011,-0.00621316765264125,-0.00165757078464478
0.00692151033969629,-0.0062501040593188,-0.00125429407033165
0.00738214313273731,-0.00626851714254167,-0.000855202915936683
0.0078489042128711,-0.00626768002930771,-0.00046289308420743
0.0083230947788671,-0.00624686142406919,-8.02014278911359e-05
0.00880593625059524,-0.00620525168517397,0.000289712093993143
0.00929846156466708,-0.00614210782872269,0.000643388367325495
0.00980142522774582,-0.00605678561165155,0.000977080347416055
0.0103151627449612,-0.00594883176165836,0.00128688022787397
0.0108394051058116,-0.00581815598860078,0.00156906015726958
0.0113731181283577,-0.00566505378939694,0.00182056465861447
0.0119144399168123,-0.0054900651104731,0.00203954315867452
0.0124609537358598,-0.00529395358368941,0.00222544426728964
0.0130101659530819,-0.00507614489649976,0.00237592417840395
0.0135593354389635,-0.00483925309029214,0.00249411265533827
0.0141063756676514,-0.00458493704943348,0.00258192686370314
0.0146495990086929,-0.00431469803467968,0.00264122667022364
0.0151877353485864,-0.00403014455861021,0.00267424567552723
0.0157199181846555,-0.00373286922682824,0.00268339181051323
0.0162455961827193,-0.00342431364483858,0.00267099117277417
0.0167644971873772,-0.00310578657505404,0.00263930473484633
0.0172765680504092,-0.00277846249787454,0.00259048408612512
0.0177819629594098,-0.00244341858805801,0.00252660106744645
0.0182809610796876,-0.00210160068786036,0.00244956567081375
0.0187738891842978,-0.00175379077757278,0.00236105459748365
0.0192611433807435,-0.00140066370641123,0.00226261939918125
0.0197432073334989,-0.00104288179220846,0.00215580296233136
0.0202205586995805,-0.000680967633934063,0.00204194632945805
0.0206936572251683,-0.0003153628790508,0.00192225018474037
0.0211630026080989,5.35158405344438e-05,0.00179788866805619
0.0216291018342503,0.00042528634266135,0.00166996919786412
0.0220924500253891,0.000799614617361902,0.00153952817152162
0.0225535857124839,0.00117615166658862,0.00140760547585543
0.0230130652914865,0.00155455045226819,0.00127522983943204
0.0234714502676637,0.00193447832088009,0.00114343917263287
0.0239293471201968,0.0023156236456061,0.0010134797449889
0.0243874333685889,0.002697508834717,0.000886393907105843
0.024846330341327,0.00307972443750429,0.000763296118105505
0.0253066674023972,0.00346182559058716,0.000645337658583128
0.0257690922413111,0.00384331704705154,0.000533772474183867
0.0262342709295234,0.00422363625191503,0.000429944500958965
0.0267028558534109,0.00460214229859161,0.000335256320186832
0.0271755065732439,0.00497808733869867,0.000251257830619026
0.0276528447670787,0.00535062721166411,0.000179581828734113
0.028135427711406,0.00571880072689988,0.000121958903095504
0.0286237263176562,0.00608151629519602,8.02237541674645e-05
0.0291180475068045,0.00643759331816083,5.62189001297741e-05
0.0296184602881404,0.00678582950695705,5.16988568186567e-05
0.0301247553577767,0.00712506155301437,6.82060945366405e-05
0.0306364347533922,0.00745424183250379,0.000106923879398751
0.0311527360718267,0.00777253473556245,0.000168516678632167
0.0316727155006034,0.00807938897245216,0.00025300653336594
0.0321953601401021,0.00837458429451168,0.000359743285882788
0.0327196994399401,0.0086582197928894,0.000487525908763742
0.0332448885619023,0.00893064361346922,0.000634805337575863
0.0337702444838891,0.00919240675669015,0.000799823702011605
0.0342952498148689,0.00944424132443207,0.000980703133269397
0.0348195420592645,0.00968703558373042,0.00117551992104758
0.0353428990977381,0.00992178372974258,0.00138237522287276
0.0358652177485236,0.0101495379117163,0.00159944683757922
0.0363864964713413,0.0103713760794663,0.00182500518202673
0.036906802168429,0.0105883566447606,0.00205743489378194
0.0374262609528259,0.0108014966127441,0.00229525855640759
0.0379450252405014,0.0110117474878545,0.00253713956419003
0.0384632611141617,0.0112199630852673,0.00278189981349046
0.0389811308725558,0.0114268599558124,0.0030285472455428
0.0394987776339369,0.0116329962577416,0.00327629769158015
0.0400163121734109,0.0118387678920595,0.00352458535678422
0.040533805549001,0.0120444126726849,0.00377306389263049
0.0410512899770224,0.0122500314371021,0.00402158259466803
0.0415687740011998,0.012455649048687,0.00427010309157703
-0.0280293160357266,0.0174929066918266,0.00797556002768128
-0.0276845733782601,0.017074928104869,0.00769884508789442
-0.0273398190294156,0.0166569608240216,0.00742212763636962
-0.0269950227695061,0.0162390340637853,0.00714540120277761
-0.0266501415702725,0.0158211894605542,0.00686865655008175
-0.0263051179467634,0.0154034827743732,0.00659188122885151
-0.0259598733160426,0.014985990312125,0.00631505829092262
-0.0256143159806041,0.0145688011307745,0.00603816832384111
